sample_id,region_id,state,district,date,latitude,longitude,rainfall_24h_mm,rainfall_3d_mm,rainfall_7d_mm,rainfall_14d_mm,rainfall_ratio_24h_to_7d,rainfall_acceleration,soil_wetness_index,temperature_c,neighbor_risk_mean,neighbor_count,elevation_m,slope_deg,ndvi,vegetation_vulnerability,terrain_rainfall_interaction,soil_rainfall_interaction,hazard_score,label,label_source
IN-KAL-KALIMPONG__2026-04-03,IN-KAL-KALIMPONG,West Bengal,Kalimpong,2026-04-03,27.0622,88.4753,59.0,148.0,148.0,148.0,0.39864864864864863,11.0,0.0877296976882039,24,0.49,4,1250,28,0.51,0.04298755186721991,1652.0,12.983995257854177,0.2650650206870218,0,proxy
IN-KAL-KALIMPONG__2026-04-04,IN-KAL-KALIMPONG,West Bengal,Kalimpong,2026-04-04,27.0622,88.4753,66.0,173.0,214.0,214.0,0.308411214953271,7.0,0.12685240071132187,24,0.49,4,1250,28,0.51,0.062157676348547714,1848.0,27.14641375222288,0.2902345958670063,0,proxy
IN-KAL-KALIMPONG__2026-04-05,IN-KAL-KALIMPONG,West Bengal,Kalimpong,2026-04-05,27.0622,88.4753,73.0,198.0,287.0,287.0,0.25435540069686413,7.0,0.17012448132780084,24,0.49,4,1250,28,0.51,0.08336099585062241,2044.0,48.82572614107884,0.318579711899696,0,proxy
IN-KAL-KALIMPONG__2026-04-06,IN-KAL-KALIMPONG,West Bengal,Kalimpong,2026-04-06,27.0622,88.4753,80.0,219.0,367.0,367.0,0.21798365122615804,7.0,0.2175459395376408,24,0.49,4,1250,28,0.51,0.10659751037344399,2240.0,79.83935981031416,0.34725712817200205,0,proxy
IN-KAL-KALIMPONG__2026-04-07,IN-KAL-KALIMPONG,West Bengal,Kalimpong,2026-04-07,27.0622,88.4753,87.0,240.0,454.0,454.0,0.19162995594713655,7.0,0.2691167753408417,24,0.49,4,1250,28,0.51,0.13186721991701245,2436.0,122.17901600474214,0.3774151700427759,0,proxy
IN-KAL-KALIMPONG__2026-04-08,IN-KAL-KALIMPONG,West Bengal,Kalimpong,2026-04-08,27.0622,88.4753,94.0,261.0,507.0,548.0,0.1854043392504931,7.0,0.3248369887374037,24,0.49,4,1250,28,0.51,0.1591701244813278,2632.0,164.69235328986366,0.4040076836658639,1,proxy
IN-KAL-KALIMPONG__2026-04-09,IN-KAL-KALIMPONG,West Bengal,Kalimpong,2026-04-09,27.0622,88.4753,101.0,282.0,560.0,649.0,0.18035714285714285,7.0,0.38470657972732664,24,0.49,4,1250,28,0.51,0.18850622406639006,2828.0,215.4356846473029,0.4312192844258813,1,proxy
IN-KAL-KALIMPONG__2026-04-10,IN-KAL-KALIMPONG,West Bengal,Kalimpong,2026-04-10,27.0622,88.4753,108.0,303.0,609.0,757.0,0.17733990147783252,7.0,0.44872554831061057,24,0.49,4,1250,28,0.51,0.21987551867219918,3024.0,273.27385892116183,0.45855766463052056,1,proxy
IN-KAN-KANNUR__2026-04-01,IN-KAN-KANNUR,Kerala,Kannur,2026-04-01,11.8745,75.3704,12.0,12.0,12.0,12.0,1.0,12.0,0.007113218731475993,30,0.25,2,10,12,0.61,0.002774155305275637,144.0,0.08535862477771192,0.07349325521400685,0,proxy
IN-KAN-KANNUR__2026-04-02,IN-KAN-KANNUR,Kerala,Kannur,2026-04-02,11.8745,75.3704,14.0,26.0,26.0,26.0,0.5384615384615384,2.0,0.015411973918197985,30,0.25,2,10,12,0.61,0.006010669828097215,168.0,0.4007113218731476,0.07780633062620018,0,proxy
IN-KAN-KANNUR__2026-04-03,IN-KAN-KANNUR,Kerala,Kannur,2026-04-03,11.8745,75.3704,17.0,43.0,43.0,43.0,0.3953488372093023,3.0,0.025489033787788974,30,0.25,2,10,12,0.61,0.0099407231772377,204.0,1.0960284528749258,0.08908017621531852,0,proxy
IN-KAN-KANNUR__2026-04-04,IN-KAN-KANNUR,Kerala,Kannur,2026-04-04,11.8745,75.3704,20.0,51.0,63.0,63.0,0.31746031746031744,3.0,0.03734439834024896,30,0.25,2,10,12,0.61,0.014564315352697095,240.0,2.3526970954356847,0.09796688832391315,0,proxy
IN-KAN-KANNUR__2026-04-05,IN-KAN-KANNUR,Kerala,Kannur,2026-04-05,11.8745,75.3704,23.0,60.0,86.0,86.0,0.26744186046511625,3.0,0.05097806757557795,30,0.25,2,10,12,0.61,0.0198814463544754,276.0,4.384113811499703,0.10776100916267255,0,proxy
IN-KAN-KANNUR__2026-04-06,IN-KAN-KANNUR,Kerala,Kannur,2026-04-06,11.8745,75.3704,26.0,69.0,112.0,112.0,0.23214285714285715,3.0,0.06639004149377593,30,0.25,2,10,12,0.61,0.025892116182572616,312.0,7.435684647302905,0.11817545739188383,0,proxy
IN-KAN-KANNUR__2026-04-07,IN-KAN-KANNUR,Kerala,Kannur,2026-04-07,11.8745,75.3704,29.0,78.0,141.0,141.0,0.20567375886524822,3.0,0.08358032009484291,30,0.25,2,10,12,0.61,0.03259632483698874,348.0,11.78482513337285,0.129210233011547,0,proxy
IN-KAN-KANNUR__2026-04-08,IN-KAN-KANNUR,Kerala,Kannur,2026-04-08,11.8745,75.3704,32.0,87.0,161.0,173.0,0.19875776397515527,3.0,0.1025489033787789,30,0.25,2,10,12,0.61,0.03999407231772377,384.0,16.5103734439834,0.13938841294473894,0,proxy
IN-KAN-KANNUR__2026-04-09,IN-KAN-KANNUR,Kerala,Kannur,2026-04-09,11.8745,75.3704,35.0,96.0,182.0,208.0,0.19230769230769232,3.0,0.12329579134558388,30,0.25,2,10,12,0.61,0.04808535862477772,420.0,22.439834024896268,0.14994076642222892,0,proxy
IN-KAN-KANNUR__2026-04-10,IN-KAN-KANNUR,Kerala,Kannur,2026-04-10,11.8745,75.3704,38.0,105.0,203.0,246.0,0.18719211822660098,3.0,0.14582098399525786,30,0.25,2,10,12,0.61,0.05687018375815057,456.0,29.601659751037346,0.16074421652093998,0,proxy
IN-KAR-KARBIALONG__2026-04-01,IN-KAR-KARBIALONG,Assam,Karbi Anglong,2026-04-01,25.845,93.431,23.0,23.0,23.0,23.0,1.0,23.0,0.013633669235328987,27,0.39,3,503,23,0.58,0.005726141078838175,529.0,0.3135743924125667,0.14437335847903052,0,proxy
IN-KAR-KARBIALONG__2026-04-02,IN-KAR-KARBIALONG,Assam,Karbi Anglong,2026-04-02,25.845,93.431,29.0,52.0,52.0,52.0,0.5576923076923077,6.0,0.03082394783639597,27,0.39,3,503,23,0.58,0.012946058091286308,667.0,1.6028452874925905,0.15644217318563156,0,proxy
IN-KAR-KARBIALONG__2026-04-03,IN-KAR-KARBIALONG,Assam,Karbi Anglong,2026-04-03,25.845,93.431,35.0,87.0,87.0,87.0,0.40229885057471265,6.0,0.051570835803200946,27,0.39,3,503,23,0.58,0.0216597510373444,805.0,4.486662714878483,0.17868605640440008,0,proxy
IN-KAR-KARBIALONG__2026-04-04,IN-KAR-KARBIALONG,Assam,Karbi Anglong,2026-04-04,25.845,93.431,41.0,105.0,128.0,128.0,0.3203125,6.0,0.07587433313574392,27,0.39,3,503,23,0.58,0.03186721991701245,943.0,9.711914641375222,0.1972987474914306,0,proxy
IN-KAR-KARBIALONG__2026-04-05,IN-KAR-KARBIALONG,Assam,Karbi Anglong,2026-04-05,25.845,93.431,47.0,123.0,175.0,175.0,0.26857142857142857,6.0,0.1037344398340249,27,0.39,3,503,23,0.58,0.04356846473029046,1081.0,18.153526970954356,0.21716062922184257,0,proxy
IN-KAR-KARBIALONG__2026-04-06,IN-KAR-KARBIALONG,Assam,Karbi Anglong,2026-04-06,25.845,93.431,53.0,141.0,228.0,228.0,0.2324561403508772,6.0,0.13515115589804386,27,0.39,3,503,23,0.58,0.056763485477178424,1219.0,30.814463544754,0.23827170159563607,0,proxy
IN-KAR-KARBIALONG__2026-04-07,IN-KAR-KARBIALONG,Assam,Karbi Anglong,2026-04-07,25.845,93.431,59.0,159.0,287.0,287.0,0.20557491289198607,6.0,0.17012448132780084,27,0.39,3,503,23,0.58,0.07145228215767636,1357.0,48.82572614107884,0.26063196461281113,0,proxy
IN-KAR-KARBIALONG__2026-04-08,IN-KAR-KARBIALONG,Assam,Karbi Anglong,2026-04-08,25.845,93.431,65.0,177.0,329.0,352.0,0.19756838905775076,6.0,0.2086544161232958,27,0.39,3,503,23,0.58,0.08763485477178425,1495.0,68.64730290456431,0.2814106490425984,0,proxy
IN-KAR-KARBIALONG__2026-04-09,IN-KAR-KARBIALONG,Assam,Karbi Anglong,2026-04-09,25.845,93.431,71.0,195.0,371.0,423.0,0.19137466307277629,6.0,0.25074096028452875,27,0.39,3,503,23,0.58,0.10531120331950208,1633.0,93.02489626556016,0.3027000625773057,0,proxy
IN-KAR-KARBIALONG__2026-04-10,IN-KAR-KARBIALONG,Assam,Karbi Anglong,2026-04-10,25.845,93.431,77.0,213.0,413.0,500.0,0.1864406779661017,6.0,0.2963841138114997,27,0.39,3,503,23,0.58,0.12448132780082989,1771.0,122.40663900414938,0.3245002052169329,0,proxy
IN-KAS-KASARAGOD__2026-04-01,IN-KAS-KASARAGOD,Kerala,Kasaragod,2026-04-01,12.4996,74.9869,12.0,12.0,12.0,12.0,1.0,12.0,0.007113218731475993,31,0.23,2,26,14,0.59,0.0029164196799051573,168.0,0.08535862477771192,0.07943377022224492,0,proxy
IN-KAS-KASARAGOD__2026-04-02,IN-KAS-KASARAGOD,Kerala,Kasaragod,2026-04-02,12.4996,74.9869,13.0,25.0,25.0,25.0,0.52,1.0,0.014819205690574985,31,0.23,2,26,14,0.59,0.006075874333135744,182.0,0.3704801422643746,0.08202340744530147,0,proxy
IN-KAS-KASARAGOD__2026-04-03,IN-KAS-KASARAGOD,Kerala,Kasaragod,2026-04-03,12.4996,74.9869,16.0,41.0,41.0,41.0,0.3902439024390244,3.0,0.024303497332542976,31,0.23,2,26,14,0.59,0.00996443390634262,224.0,0.996443390634262,0.09324229957807606,0,proxy
IN-KAS-KASARAGOD__2026-04-04,IN-KAS-KASARAGOD,Kerala,Kasaragod,2026-04-04,12.4996,74.9869,19.0,48.0,60.0,60.0,0.31666666666666665,3.0,0.03556609365737996,31,0.23,2,26,14,0.59,0.014582098399525786,266.0,2.133965619442798,0.1016531747042602,0,proxy
IN-KAS-KASARAGOD__2026-04-05,IN-KAS-KASARAGOD,Kerala,Kasaragod,2026-04-05,12.4996,74.9869,22.0,57.0,82.0,82.0,0.2682926829268293,3.0,0.04860699466508595,31,0.23,2,26,14,0.59,0.01992886781268524,308.0,3.985773562537048,0.11126138518781464,0,proxy
IN-KAS-KASARAGOD__2026-04-06,IN-KAS-KASARAGOD,Kerala,Kasaragod,2026-04-06,12.4996,74.9869,25.0,66.0,107.0,107.0,0.2336448598130841,3.0,0.06342620035566093,31,0.23,2,26,14,0.59,0.026004742145820985,350.0,6.78660343805572,0.12149276834931357,0,proxy
IN-KAS-KASARAGOD__2026-04-07,IN-KAS-KASARAGOD,Kerala,Kasaragod,2026-04-07,12.4996,74.9869,28.0,75.0,135.0,135.0,0.2074074074074074,3.0,0.08002371072910491,31,0.23,2,26,14,0.59,0.03280972139893302,392.0,10.803200948429163,0.13234732418875694,0,proxy
IN-KAS-KASARAGOD__2026-04-08,IN-KAS-KASARAGOD,Kerala,Kasaragod,2026-04-08,12.4996,74.9869,31.0,84.0,154.0,166.0,0.2012987012987013,3.0,0.0983995257854179,31,0.23,2,26,14,0.59,0.04034380557202134,434.0,15.153526970954356,0.14234812962922172,0,proxy
IN-KAS-KASARAGOD__2026-04-09,IN-KAS-KASARAGOD,Kerala,Kasaragod,2026-04-09,12.4996,74.9869,34.0,93.0,175.0,200.0,0.19428571428571428,3.0,0.11855364552459988,31,0.23,2,26,14,0.59,0.04860699466508595,476.0,20.74688796680498,0.15284903082455403,0,proxy
IN-KAS-KASARAGOD__2026-04-10,IN-KAS-KASARAGOD,Kerala,Kasaragod,2026-04-10,12.4996,74.9869,37.0,102.0,196.0,237.0,0.18877551020408162,3.0,0.14048606994665086,31,0.23,2,26,14,0.59,0.05759928867812686,518.0,27.53526970954357,0.16360387392859999,0,proxy
IN-KIN-KINNAUR__2026-04-01,IN-KIN-KINNAUR,Himachal Pradesh,Kinnaur,2026-04-01,31.58,78.23,69.0,69.0,69.0,69.0,1.0,69.0,0.04090100770598696,12,0.56,4,2960,37,0.41,0.024131594546532308,2553.0,2.8221695317131004,0.3203121559135465,0,proxy
IN-KIN-KINNAUR__2026-04-02,IN-KIN-KINNAUR,Himachal Pradesh,Kinnaur,2026-04-02,31.58,78.23,76.0,145.0,145.0,145.0,0.5241379310344828,7.0,0.08595139300533491,12,0.56,4,2960,37,0.41,0.050711321873147606,2812.0,12.462951985773563,0.3380221907412267,0,proxy
IN-KIN-KINNAUR__2026-04-03,IN-KIN-KINNAUR,Himachal Pradesh,Kinnaur,2026-04-03,31.58,78.23,83.0,228.0,228.0,228.0,0.36403508771929827,7.0,0.13515115589804386,12,0.56,4,2960,37,0.41,0.07973918197984589,3071.0,30.814463544754,0.3855268020067902,0,proxy
IN-KIN-KINNAUR__2026-04-04,IN-KIN-KINNAUR,Himachal Pradesh,Kinnaur,2026-04-04,31.58,78.23,90.0,249.0,318.0,318.0,0.2830188679245283,7.0,0.1885002963841138,12,0.56,4,2960,37,0.41,0.11121517486662716,3330.0,59.94309425014819,0.4167461908293674,0,proxy
IN-KIN-KINNAUR__2026-04-05,IN-KIN-KINNAUR,Himachal Pradesh,Kinnaur,2026-04-05,31.58,78.23,97.0,270.0,415.0,415.0,0.23373493975903614,7.0,0.24599881446354474,12,0.56,4,2960,37,0.41,0.14513930053349142,3589.0,102.08950800237106,0.44947940027115957,1,proxy
IN-KIN-KINNAUR__2026-04-06,IN-KIN-KINNAUR,Himachal Pradesh,Kinnaur,2026-04-06,31.58,78.23,104.0,291.0,519.0,519.0,0.2003853564547206,7.0,0.3076467101363367,12,0.56,4,2960,37,0.41,0.1815115589804387,3848.0,159.66864256075874,0.48372643033216645,1,proxy
IN-KIN-KINNAUR__2026-04-07,IN-KIN-KINNAUR,Himachal Pradesh,Kinnaur,2026-04-07,31.58,78.23,114.0,315.0,633.0,633.0,0.18009478672985782,10.0,0.3752222880853586,12,0.56,4,2960,37,0.41,0.22138114997036162,4218.0,237.51570835803201,0.5247230371921281,1,proxy
IN-KIN-KINNAUR__2026-04-08,IN-KIN-KINNAUR,Himachal Pradesh,Kinnaur,2026-04-08,31.58,78.23,121.0,339.0,685.0,754.0,0.17664233576642335,7.0,0.4469472436277416,12,0.56,4,2960,37,0.41,0.26369887374036755,4477.0,306.158861885003,0.5537442386430956,1,proxy
IN-KIN-KINNAUR__2026-04-09,IN-KIN-KINNAUR,Himachal Pradesh,Kinnaur,2026-04-09,31.58,78.23,128.0,363.0,737.0,882.0,0.17367706919945725,7.0,0.5228215767634855,12,0.56,4,2960,37,0.41,0.3084647302904565,4736.0,385.31950207468884,0.5846889086924173,1,proxy
IN-KIN-KINNAUR__2026-04-10,IN-KIN-KINNAUR,Himachal Pradesh,Kinnaur,2026-04-10,31.58,78.23,135.0,384.0,789.0,1017.0,0.17110266159695817,7.0,0.6028452874925904,12,0.56,4,2960,37,0.41,0.35567871962062836,4995.0,475.6449318316538,0.6154246168802766,1,proxy
IN-KOD-KODAGU__2026-04-01,IN-KOD-KODAGU,Karnataka,Kodagu,2026-04-01,12.3375,75.8069,88.0,88.0,88.0,88.0,1.0,88.0,0.05216360403082395,22,0.64,5,1170,35,0.39,0.03181979845880261,3080.0,4.590397154712508,0.32152522309131465,0,proxy
IN-KOD-KODAGU__2026-04-02,IN-KOD-KODAGU,Karnataka,Kodagu,2026-04-02,12.3375,75.8069,97.0,185.0,185.0,185.0,0.5243243243243243,9.0,0.10966212211025489,22,0.64,5,1170,35,0.39,0.06689389448725548,3395.0,20.287492590397154,0.34433039934539295,1,proxy
IN-KOD-KODAGU__2026-04-03,IN-KOD-KODAGU,Karnataka,Kodagu,2026-04-03,12.3375,75.8069,106.0,291.0,291.0,291.0,0.3642611683848797,9.0,0.17249555423829283,22,0.64,5,1170,35,0.39,0.10522228808535862,3710.0,50.196206283343216,0.405148760586685,1,proxy
IN-KOD-KODAGU__2026-04-04,IN-KOD-KODAGU,Karnataka,Kodagu,2026-04-04,12.3375,75.8069,115.0,318.0,406.0,406.0,0.2832512315270936,9.0,0.24066390041493776,22,0.64,5,1170,35,0.39,0.14680497925311203,4025.0,97.70954356846474,0.44524257264926753,1,proxy
IN-KOD-KODAGU__2026-04-05,IN-KOD-KODAGU,Karnataka,Kodagu,2026-04-05,12.3375,75.8069,124.0,345.0,530.0,530.0,0.2339622641509434,9.0,0.3141671606401897,22,0.64,5,1170,35,0.39,0.1916419679905157,4340.0,166.50859513930052,0.48729126137046114,1,proxy
IN-KOD-KODAGU__2026-04-06,IN-KOD-KODAGU,Karnataka,Kodagu,2026-04-06,12.3375,75.8069,133.0,372.0,663.0,663.0,0.20060331825037708,9.0,0.3930053349140486,22,0.64,5,1170,35,0.39,0.23973325429756964,4655.0,260.56253704801424,0.5312948267502658,1,proxy
IN-KOD-KODAGU__2026-04-07,IN-KOD-KODAGU,Karnataka,Kodagu,2026-04-07,12.3375,75.8069,145.0,402.0,808.0,808.0,0.17945544554455445,12.0,0.47895672791938354,22,0.64,5,1170,35,0.39,0.292163604030824,5075.0,386.9970361588619,0.5824918702559143,1,proxy
IN-KOD-KODAGU__2026-04-08,IN-KOD-KODAGU,Karnataka,Kodagu,2026-04-08,12.3375,75.8069,154.0,432.0,874.0,962.0,0.17620137299771166,9.0,0.5702430349733254,22,0.64,5,1170,35,0.39,0.3478482513337285,5390.0,498.3924125666864,0.6198161028535031,1,proxy
IN-KOD-KODAGU__2026-04-09,IN-KOD-KODAGU,Karnataka,Kodagu,2026-04-09,12.3375,75.8069,163.0,462.0,940.0,1125.0,0.17340425531914894,9.0,0.6668642560758743,22,0.64,5,1170,35,0.39,0.4067871962062833,5705.0,626.8524007113218,0.6592587062426887,1,proxy
IN-KOD-KODAGU__2026-04-10,IN-KOD-KODAGU,Karnataka,Kodagu,2026-04-10,12.3375,75.8069,172.0,489.0,1006.0,1297.0,0.1709741550695825,9.0,0.7688203912270303,22,0.64,5,1170,35,0.39,0.4689804386484885,6020.0,773.4333135743924,0.6986872499636543,1,proxy
IN-KOH-KOHIMA__2026-04-01,IN-KOH-KOHIMA,Nagaland,Kohima,2026-04-01,25.6751,94.1086,25.0,25.0,25.0,25.0,1.0,25.0,0.014819205690574985,20,0.4,3,1444,26,0.52,0.007113218731475992,650.0,0.3704801422643746,0.1738552231964173,0,proxy
IN-KOH-KOHIMA__2026-04-02,IN-KOH-KOHIMA,Nagaland,Kohima,2026-04-02,25.6751,94.1086,31.0,56.0,56.0,56.0,0.5535714285714286,6.0,0.03319502074688797,20,0.4,3,1444,26,0.52,0.015933609958506224,806.0,1.8589211618257262,0.18615534374872303,0,proxy
IN-KOH-KOHIMA__2026-04-03,IN-KOH-KOHIMA,Nagaland,Kohima,2026-04-03,25.6751,94.1086,37.0,93.0,93.0,93.0,0.3978494623655914,6.0,0.05512744516893894,20,0.4,3,1444,26,0.52,0.026461173681090692,962.0,5.126852400711321,0.2094950621652704,0,proxy
IN-KOH-KOHIMA__2026-04-04,IN-KOH-KOHIMA,Nagaland,Kohima,2026-04-04,25.6751,94.1086,43.0,111.0,136.0,136.0,0.3161764705882353,6.0,0.08061647895672792,20,0.4,3,1444,26,0.52,0.0386959098992294,1118.0,10.963841138114997,0.22864649749560947,0,proxy
IN-KOH-KOHIMA__2026-04-05,IN-KOH-KOHIMA,Nagaland,Kohima,2026-04-05,25.6751,94.1086,49.0,129.0,185.0,185.0,0.2648648648648649,6.0,0.10966212211025489,20,0.4,3,1444,26,0.52,0.05263781861292235,1274.0,20.287492590397154,0.24906419519428555,0,proxy
IN-KOH-KOHIMA__2026-04-06,IN-KOH-KOHIMA,Nagaland,Kohima,2026-04-06,25.6751,94.1086,55.0,147.0,240.0,240.0,0.22916666666666666,6.0,0.14226437462951985,20,0.4,3,1444,26,0.52,0.06828689982216953,1430.0,34.143449911084765,0.27074815526129875,0,proxy
IN-KOH-KOHIMA__2026-04-07,IN-KOH-KOHIMA,Nagaland,Kohima,2026-04-07,25.6751,94.1086,61.0,165.0,301.0,301.0,0.2026578073089701,6.0,0.17842323651452283,20,0.4,3,1444,26,0.52,0.08564315352697095,1586.0,53.705394190871374,0.2936983776966489,0,proxy
IN-KOH-KOHIMA__2026-04-08,IN-KOH-KOHIMA,Nagaland,Kohima,2026-04-08,25.6751,94.1086,67.0,183.0,343.0,368.0,0.19533527696793002,6.0,0.21813870776526378,20,0.4,3,1444,26,0.52,0.10470657972732661,1742.0,74.82157676348548,0.3148379394234131,0,proxy
IN-KOH-KOHIMA__2026-04-09,IN-KOH-KOHIMA,Nagaland,Kohima,2026-04-09,25.6751,94.1086,73.0,201.0,385.0,441.0,0.18961038961038962,6.0,0.26141078838174275,20,0.4,3,1444,26,0.52,0.12547717842323652,1898.0,100.64315352697096,0.33650530198005285,0,proxy
IN-KOH-KOHIMA__2026-04-10,IN-KOH-KOHIMA,Nagaland,Kohima,2026-04-10,25.6751,94.1086,79.0,219.0,427.0,520.0,0.18501170960187355,6.0,0.3082394783639597,20,0.4,3,1444,26,0.52,0.14795494961470065,2054.0,131.6182572614108,0.35870046536656797,0,proxy
IN-KOL-KOLASIB__2026-04-01,IN-KOL-KOLASIB,Mizoram,Kolasib,2026-04-01,24.2239,92.6787,44.0,44.0,44.0,44.0,1.0,44.0,0.026081802015411975,25,0.46,3,636,25,0.5,0.013040901007705987,1100.0,1.147599288678127,0.19336970586115007,0,proxy
IN-KOL-KOLASIB__2026-04-02,IN-KOL-KOLASIB,Mizoram,Kolasib,2026-04-02,24.2239,92.6787,51.0,95.0,95.0,95.0,0.5368421052631579,7.0,0.056312981624184945,25,0.46,3,636,25,0.5,0.028156490812092472,1275.0,5.34973325429757,0.20887176083032577,0,proxy
IN-KOL-KOLASIB__2026-04-03,IN-KOL-KOLASIB,Mizoram,Kolasib,2026-04-03,24.2239,92.6787,62.0,157.0,157.0,157.0,0.39490445859872614,11.0,0.09306461173681091,25,0.46,3,636,25,0.5,0.046532305868405455,1550.0,14.611144042679312,0.2505092328944271,0,proxy
IN-KOL-KOLASIB__2026-04-04,IN-KOL-KOLASIB,Mizoram,Kolasib,2026-04-04,24.2239,92.6787,69.0,182.0,226.0,226.0,0.3053097345132743,7.0,0.13396561944279786,25,0.46,3,636,25,0.5,0.06698280972139893,1725.0,30.276229994072317,0.27634608270849126,0,proxy
IN-KOL-KOLASIB__2026-04-05,IN-KOL-KOLASIB,Mizoram,Kolasib,2026-04-05,24.2239,92.6787,76.0,207.0,302.0,302.0,0.25165562913907286,7.0,0.17901600474214582,25,0.46,3,636,25,0.5,0.08950800237107291,1900.0,54.06283343212804,0.3053617928773353,0,proxy
IN-KOL-KOLASIB__2026-04-06,IN-KOL-KOLASIB,Mizoram,Kolasib,2026-04-06,24.2239,92.6787,83.0,228.0,385.0,385.0,0.21558441558441557,7.0,0.22821576763485477,25,0.46,3,636,25,0.5,0.11410788381742738,2075.0,87.86307053941908,0.33471312278787035,0,proxy
IN-KOL-KOLASIB__2026-04-07,IN-KOL-KOLASIB,Mizoram,Kolasib,2026-04-07,24.2239,92.6787,90.0,249.0,475.0,475.0,0.18947368421052632,7.0,0.2815649081209247,25,0.46,3,636,25,0.5,0.14078245406046236,2250.0,133.74333135743925,0.3655483977989479,0,proxy
IN-KOL-KOLASIB__2026-04-08,IN-KOL-KOLASIB,Mizoram,Kolasib,2026-04-08,24.2239,92.6787,97.0,270.0,528.0,572.0,0.18371212121212122,7.0,0.3390634262003557,25,0.46,3,636,25,0.5,0.16953171310017784,2425.0,179.0254890337878,0.39245223329518353,1,proxy
IN-KOL-KOLASIB__2026-04-09,IN-KOL-KOLASIB,Mizoram,Kolasib,2026-04-09,24.2239,92.6787,104.0,291.0,581.0,676.0,0.17900172117039587,7.0,0.4007113218731476,25,0.46,3,636,25,0.5,0.2003556609365738,2600.0,232.81327800829877,0.4199784754304232,1,proxy
IN-KOL-KOLASIB__2026-04-10,IN-KOL-KOLASIB,Mizoram,Kolasib,2026-04-10,24.2239,92.6787,111.0,312.0,630.0,787.0,0.1761904761904762,7.0,0.46650859513930054,25,0.46,3,636,25,0.5,0.23325429756965027,2775.0,293.90041493775936,0.4476348165123594,1,proxy
IN-KOL-KOLLAM__2026-04-01,IN-KOL-KOLLAM,Kerala,Kollam,2026-04-01,8.8932,76.6141,18.0,18.0,18.0,18.0,1.0,18.0,0.01066982809721399,30,0.3,2,71,14,0.59,0.004374629519857736,252.0,0.19205690574985182,0.09409225638323618,0,proxy
IN-KOL-KOLLAM__2026-04-02,IN-KOL-KOLLAM,Kerala,Kollam,2026-04-02,8.8932,76.6141,22.0,40.0,40.0,40.0,0.55,4.0,0.023710729104919975,30,0.3,2,71,14,0.59,0.00972139893301719,308.0,0.948429164196799,0.10231850271140985,0,proxy
IN-KOL-KOLLAM__2026-04-03,IN-KOL-KOLLAM,Kerala,Kollam,2026-04-03,8.8932,76.6141,26.0,66.0,66.0,66.0,0.3939393939393939,4.0,0.03912270302311796,30,0.3,2,71,14,0.59,0.016040308239478364,364.0,2.5820983995257856,0.11845617469219169,0,proxy
IN-KOL-KOLLAM__2026-04-04,IN-KOL-KOLLAM,Kerala,Kollam,2026-04-04,8.8932,76.6141,30.0,78.0,96.0,96.0,0.3125,4.0,0.05690574985180794,30,0.3,2,71,14,0.59,0.02333135743924126,420.0,5.462951985773563,0.1314056048209186,0,proxy
IN-KOL-KOLLAM__2026-04-05,IN-KOL-KOLLAM,Kerala,Kollam,2026-04-05,8.8932,76.6141,34.0,90.0,130.0,130.0,0.26153846153846155,4.0,0.07705986959098993,30,0.3,2,71,14,0.59,0.031594546532305874,476.0,10.01778304682869,0.14518593185357145,0,proxy
IN-KOL-KOLLAM__2026-04-06,IN-KOL-KOLLAM,Kerala,Kollam,2026-04-06,8.8932,76.6141,38.0,102.0,168.0,168.0,0.2261904761904762,4.0,0.0995850622406639,30,0.3,2,71,14,0.59,0.0408298755186722,532.0,16.730290456431533,0.15979715579015027,0,proxy
IN-KOL-KOLLAM__2026-04-07,IN-KOL-KOLLAM,Kerala,Kollam,2026-04-07,8.8932,76.6141,42.0,114.0,210.0,210.0,0.2,4.0,0.12448132780082988,30,0.3,2,71,14,0.59,0.051037344398340255,588.0,26.141078838174273,0.17523927663065506,0,proxy
IN-KOL-KOLLAM__2026-04-08,IN-KOL-KOLLAM,Kerala,Kollam,2026-04-08,8.8932,76.6141,46.0,126.0,238.0,256.0,0.19327731092436976,4.0,0.15174866627148784,30,0.3,2,71,14,0.59,0.06221695317131002,644.0,36.11618257261411,0.18929690975970112,0,proxy
IN-KOL-KOLLAM__2026-04-09,IN-KOL-KOLLAM,Kerala,Kollam,2026-04-09,8.8932,76.6141,50.0,138.0,266.0,306.0,0.18796992481203006,4.0,0.1813870776526378,30,0.3,2,71,14,0.59,0.07436870183758151,700.0,48.24896265560166,0.20369313210036552,0,proxy
IN-KOL-KOLLAM__2026-04-10,IN-KOL-KOLLAM,Kerala,Kollam,2026-04-10,8.8932,76.6141,54.0,150.0,294.0,360.0,0.1836734693877551,4.0,0.21339656194427978,30,0.3,2,71,14,0.59,0.08749259039715472,756.0,62.738589211618255,0.21842794365264814,0,proxy
IN-KOT-KOTTAYAM__2026-04-01,IN-KOT-KOTTAYAM,Kerala,Kottayam,2026-04-01,9.5916,76.5222,22.0,22.0,22.0,22.0,1.0,22.0,0.013040901007705987,28,0.33,3,72,16,0.58,0.005477178423236515,352.0,0.28689982216953175,0.10923262475992625,0,proxy
