region_id,state,district,latitude,longitude,rainfall_24h_mm,rainfall_7d_mm,slope_deg,elevation_m,soil_wetness_index,ndvi,temperature_c,neighbor_risk_mean,neighbor_count,label,date,hazard_score
IN-KUL-KULLU__2026-04-09,Himachal Pradesh,Kullu,31.9579,77.1095,130.0,721.0,34,1279,0.5546153846153846,0.45,15,0.52,4,1,2026-04-09,0.5833910689264867
IN-KUL-KULLU__2026-04-10,Himachal Pradesh,Kullu,31.9579,77.1095,139.0,784.0,34,1279,0.6030769230769231,0.45,15,0.52,4,1,2026-04-10,0.6095658052858277
IN-LUN-LUNGLEI__2026-04-01,Mizoram,Lunglei,22.8671,92.765,78.0,78.0,32,1222,0.06,0.43,24,0.58,4,1,2026-04-01,0.38718888434400245
IN-LUN-LUNGLEI__2026-04-02,Mizoram,Lunglei,22.8671,92.765,87.0,165.0,32,1222,0.12692307692307692,0.43,24,0.58,4,1,2026-04-02,0.4008518214069395
IN-LUN-LUNGLEI__2026-04-03,Mizoram,Lunglei,22.8671,92.765,96.0,261.0,32,1222,0.20076923076923076,0.43,24,0.58,4,1,2026-04-03,0.4293994301200655
IN-LUN-LUNGLEI__2026-04-04,Mizoram,Lunglei,22.8671,92.765,105.0,366.0,32,1222,0.2815384615384615,0.43,24,0.58,4,1,2026-04-04,0.4634419165576904
IN-LUN-LUNGLEI__2026-04-05,Mizoram,Lunglei,22.8671,92.765,114.0,480.0,32,1222,0.36923076923076925,0.43,24,0.58,4,1,2026-04-05,0.5011000731551912
IN-LUN-LUNGLEI__2026-04-06,Mizoram,Lunglei,22.8671,92.765,123.0,603.0,32,1222,0.46384615384615385,0.43,24,0.58,4,1,2026-04-06,0.5417466897227033
IN-LUN-LUNGLEI__2026-04-07,Mizoram,Lunglei,22.8671,92.765,135.0,738.0,32,1222,0.5676923076923077,0.43,24,0.58,4,1,2026-04-07,0.589303160311937
IN-LUN-LUNGLEI__2026-04-08,Mizoram,Lunglei,22.8671,92.765,144.0,804.0,32,1222,0.6184615384615385,0.43,24,0.58,4,1,2026-04-08,0.6162299865254032
IN-LUN-LUNGLEI__2026-04-09,Mizoram,Lunglei,22.8671,92.765,153.0,870.0,32,1222,0.6692307692307692,0.43,24,0.58,4,1,2026-04-09,0.6431800104592665
IN-LUN-LUNGLEI__2026-04-10,Mizoram,Lunglei,22.8671,92.765,162.0,936.0,32,1222,0.72,0.43,24,0.58,4,1,2026-04-10,0.6701483249034429
IN-MAL-MALAPPURAM__2026-04-01,Kerala,Malappuram,11.0732,76.074,31.0,31.0,17,54,0.023846153846153847,0.57,28,0.35,3,0,2026-04-01,0.21044600910900124
IN-MAL-MALAPPURAM__2026-04-02,Kerala,Malappuram,11.0732,76.074,36.0,67.0,17,54,0.05153846153846154,0.57,28,0.35,3,0,2026-04-02,0.20680847649236414
IN-MAL-MALAPPURAM__2026-04-03,Kerala,Malappuram,11.0732,76.074,45.0,112.0,17,54,0.08615384615384615,0.57,28,0.35,3,0,2026-04-03,0.2229747803377725
IN-MAL-MALAPPURAM__2026-04-04,Kerala,Malappuram,11.0732,76.074,50.0,162.0,17,54,0.12461538461538461,0.57,28,0.35,3,0,2026-04-04,0.23778049931015813
IN-MAL-MALAPPURAM__2026-04-05,Kerala,Malappuram,11.0732,76.074,55.0,217.0,17,54,0.16692307692307692,0.57,28,0.35,3,0,2026-04-05,0.25541222998489954
IN-MAL-MALAPPURAM__2026-04-06,Kerala,Malappuram,11.0732,76.074,60.0,277.0,17,54,0.21307692307692308,0.57,28,0.35,3,0,2026-04-06,0.2750850942116243
IN-MAL-MALAPPURAM__2026-04-07,Kerala,Malappuram,11.0732,76.074,65.0,342.0,17,54,0.2630769230769231,0.57,28,0.35,3,0,2026-04-07,0.29647771891965846
IN-MAL-MALAPPURAM__2026-04-08,Kerala,Malappuram,11.0732,76.074,70.0,381.0,17,54,0.29307692307692307,0.57,28,0.35,3,0,2026-04-08,0.3118790065577467
IN-MAL-MALAPPURAM__2026-04-09,Kerala,Malappuram,11.0732,76.074,75.0,420.0,17,54,0.3230769230769231,0.57,28,0.35,3,0,2026-04-09,0.3273273277903199
IN-MAL-MALAPPURAM__2026-04-10,Kerala,Malappuram,11.0732,76.074,80.0,455.0,17,54,0.35,0.57,28,0.35,3,0,2026-04-10,0.34182582928882144
IN-MAN-MANDI__2026-04-01,Himachal Pradesh,Mandi,31.7081,76.9315,42.0,42.0,26,1044,0.03230769230769231,0.5,18,0.46,3,0,2026-04-01,0.29598254973373084
IN-MAN-MANDI__2026-04-02,Himachal Pradesh,Mandi,31.7081,76.9315,49.0,91.0,26,1044,0.07,0.5,18,0.46,3,0,2026-04-02,0.29797275952394064
IN-MAN-MANDI__2026-04-03,Himachal Pradesh,Mandi,31.7081,76.9315,60.0,151.0,26,1044,0.11615384615384615,0.5,18,0.46,3,0,2026-04-03,0.32002064541288616
IN-MAN-MANDI__2026-04-04,Himachal Pradesh,Mandi,31.7081,76.9315,67.0,218.0,26,1044,0.1676923076923077,0.5,18,0.46,3,0,2026-04-04,0.3415796242188787
IN-MAN-MANDI__2026-04-05,Himachal Pradesh,Mandi,31.7081,76.9315,74.0,292.0,26,1044,0.2246153846153846,0.5,18,0.46,3,1,2026-04-05,0.36641324232880707
IN-MAN-MANDI__2026-04-06,Himachal Pradesh,Mandi,31.7081,76.9315,81.0,373.0,26,1044,0.28692307692307695,0.5,18,0.46,3,1,2026-04-06,0.39378356212616417
IN-MAN-MANDI__2026-04-07,Himachal Pradesh,Mandi,31.7081,76.9315,88.0,461.0,26,1044,0.3546153846153846,0.5,18,0.46,3,1,2026-04-07,0.4233845581374746
IN-MAN-MANDI__2026-04-08,Himachal Pradesh,Mandi,31.7081,76.9315,95.0,514.0,26,1044,0.3953846153846154,0.5,18,0.46,3,1,2026-04-08,0.44463988150701594
IN-MAN-MANDI__2026-04-09,Himachal Pradesh,Mandi,31.7081,76.9315,102.0,567.0,26,1044,0.43615384615384617,0.5,18,0.46,3,1,2026-04-09,0.4659405546917359
IN-MAN-MANDI__2026-04-10,Himachal Pradesh,Mandi,31.7081,76.9315,109.0,616.0,26,1044,0.47384615384615386,0.5,18,0.46,3,1,2026-04-10,0.486274457825639
IN-MAN-MANGAN__2026-04-01,Sikkim,Mangan,27.5167,88.5333,63.0,63.0,36,1400,0.04846153846153846,0.45,18,0.59,4,0,2026-04-01,0.3868489652080203
IN-MAN-MANGAN__2026-04-02,Sikkim,Mangan,27.5167,88.5333,71.0,134.0,36,1400,0.10307692307692308,0.45,18,0.59,4,1,2026-04-02,0.39533949855527006
IN-MAN-MANGAN__2026-04-03,Sikkim,Mangan,27.5167,88.5333,79.0,213.0,36,1400,0.16384615384615384,0.45,18,0.59,4,1,2026-04-03,0.4183699606445087
IN-MAN-MANGAN__2026-04-04,Sikkim,Mangan,27.5167,88.5333,87.0,300.0,36,1400,0.23076923076923078,0.45,18,0.59,4,1,2026-04-04,0.44661539877445383
IN-MAN-MANGAN__2026-04-05,Sikkim,Mangan,27.5167,88.5333,95.0,395.0,36,1400,0.3038461538461538,0.45,18,0.59,4,1,2026-04-05,0.47820907851243744
IN-MAN-MANGAN__2026-04-06,Sikkim,Mangan,27.5167,88.5333,103.0,498.0,36,1400,0.3830769230769231,0.45,18,0.59,4,1,2026-04-06,0.5125276519830927
IN-MAN-MANGAN__2026-04-07,Sikkim,Mangan,27.5167,88.5333,114.0,612.0,36,1400,0.4707692307692308,0.45,18,0.59,4,1,2026-04-07,0.5535209246211562
IN-MAN-MANGAN__2026-04-08,Sikkim,Mangan,27.5167,88.5333,122.0,671.0,36,1400,0.5161538461538462,0.45,18,0.59,4,1,2026-04-08,0.5775007134597687
IN-MAN-MANGAN__2026-04-09,Sikkim,Mangan,27.5167,88.5333,130.0,730.0,36,1400,0.5615384615384615,0.45,18,0.59,4,1,2026-04-09,0.6015093158163161
IN-MAN-MANGAN__2026-04-10,Sikkim,Mangan,27.5167,88.5333,138.0,789.0,36,1400,0.6069230769230769,0.45,18,0.59,4,1,2026-04-10,0.6255402678217563
IN-NAI-NAINITAL__2026-04-01,Uttarakhand,Nainital,29.3919,79.4542,32.0,32.0,28,2084,0.024615384615384615,0.48,17,0.47,4,0,2026-04-01,0.31360194372556577
IN-NAI-NAINITAL__2026-04-02,Uttarakhand,Nainital,29.3919,79.4542,38.0,70.0,28,2084,0.05384615384615385,0.48,17,0.47,4,0,2026-04-02,0.31180014552376756
IN-NAI-NAINITAL__2026-04-03,Uttarakhand,Nainital,29.3919,79.4542,44.0,114.0,28,2084,0.0876923076923077,0.48,17,0.47,4,0,2026-04-03,0.32357760315385675
IN-NAI-NAINITAL__2026-04-04,Uttarakhand,Nainital,29.3919,79.4542,50.0,164.0,28,2084,0.12615384615384614,0.48,17,0.47,4,0,2026-04-04,0.3399565062362258
IN-NAI-NAINITAL__2026-04-05,Uttarakhand,Nainital,29.3919,79.4542,56.0,220.0,28,2084,0.16923076923076924,0.48,17,0.47,4,0,2026-04-05,0.35913481085843285
IN-NAI-NAINITAL__2026-04-06,Uttarakhand,Nainital,29.3919,79.4542,62.0,282.0,28,2084,0.2169230769230769,0.48,17,0.47,4,0,2026-04-06,0.38050815807858857
IN-NAI-NAINITAL__2026-04-07,Uttarakhand,Nainital,29.3919,79.4542,68.0,350.0,28,2084,0.2692307692307692,0.48,17,0.47,4,1,2026-04-07,0.4038153303389524
IN-NAI-NAINITAL__2026-04-08,Uttarakhand,Nainital,29.3919,79.4542,74.0,392.0,28,2084,0.30153846153846153,0.48,17,0.47,4,1,2026-04-08,0.42112499210575693
IN-NAI-NAINITAL__2026-04-09,Uttarakhand,Nainital,29.3919,79.4542,80.0,434.0,28,2084,0.33384615384615385,0.48,17,0.47,4,1,2026-04-09,0.43847731351706454
IN-NAI-NAINITAL__2026-04-10,Uttarakhand,Nainital,29.3919,79.4542,86.0,476.0,28,2084,0.36615384615384616,0.48,17,0.47,4,1,2026-04-10,0.4558610023140361
IN-NAM-NAMCHI__2026-04-01,Sikkim,Namchi,27.1642,88.3639,54.0,54.0,34,1675,0.04153846153846154,0.47,20,0.57,4,0,2026-04-01,0.36871889449133544
IN-NAM-NAMCHI__2026-04-02,Sikkim,Namchi,27.1642,88.3639,62.0,116.0,34,1675,0.08923076923076922,0.47,20,0.57,4,0,2026-04-02,0.3750408621788204
IN-NAM-NAMCHI__2026-04-03,Sikkim,Namchi,27.1642,88.3639,74.0,190.0,34,1675,0.14615384615384616,0.47,20,0.57,4,1,2026-04-03,0.40168525444716907
IN-NAM-NAMCHI__2026-04-04,Sikkim,Namchi,27.1642,88.3639,82.0,272.0,34,1675,0.20923076923076922,0.47,20,0.57,4,1,2026-04-04,0.42833855718158637
IN-NAM-NAMCHI__2026-04-05,Sikkim,Namchi,27.1642,88.3639,90.0,362.0,34,1675,0.2784615384615385,0.47,20,0.57,4,1,2026-04-05,0.45849021929912437
IN-NAM-NAMCHI__2026-04-06,Sikkim,Namchi,27.1642,88.3639,98.0,460.0,34,1675,0.35384615384615387,0.47,20,0.57,4,1,2026-04-06,0.4914252490063856
IN-NAM-NAMCHI__2026-04-07,Sikkim,Namchi,27.1642,88.3639,106.0,566.0,34,1675,0.43538461538461537,0.47,20,0.57,4,1,2026-04-07,0.5268450256040389
IN-NAM-NAMCHI__2026-04-08,Sikkim,Namchi,27.1642,88.3639,114.0,626.0,34,1675,0.4815384615384615,0.47,20,0.57,4,1,2026-04-08,0.5510577849938042
IN-NAM-NAMCHI__2026-04-09,Sikkim,Namchi,27.1642,88.3639,122.0,686.0,34,1675,0.5276923076923077,0.47,20,0.57,4,1,2026-04-09,0.575306722989368
IN-NAM-NAMCHI__2026-04-10,Sikkim,Namchi,27.1642,88.3639,130.0,742.0,34,1675,0.5707692307692308,0.47,20,0.57,4,1,2026-04-10,0.5985745331922572
IN-NGO-NORTHGOA__2026-04-01,Goa,North Goa,15.4909,73.8278,22.0,22.0,18,250,0.016923076923076923,0.6,29,0.36,3,0,2026-04-01,0.205017963139223
IN-NGO-NORTHGOA__2026-04-02,Goa,North Goa,15.4909,73.8278,26.0,48.0,18,250,0.036923076923076927,0.6,29,0.36,3,0,2026-04-02,0.19784826616952603
IN-NGO-NORTHGOA__2026-04-03,Goa,North Goa,15.4909,73.8278,30.0,78.0,18,250,0.06,0.6,29,0.36,3,0,2026-04-03,0.20377600509726493
IN-NGO-NORTHGOA__2026-04-04,Goa,North Goa,15.4909,73.8278,34.0,112.0,18,250,0.08615384615384615,0.6,29,0.36,3,0,2026-04-04,0.21379019091145074
IN-NGO-NORTHGOA__2026-04-05,Goa,North Goa,15.4909,73.8278,38.0,150.0,18,250,0.11538461538461539,0.6,29,0.36,3,0,2026-04-05,0.22608276500402483
IN-NGO-NORTHGOA__2026-04-06,Goa,North Goa,15.4909,73.8278,42.0,192.0,18,250,0.1476923076923077,0.6,29,0.36,3,0,2026-04-06,0.24004768341894328
IN-NGO-NORTHGOA__2026-04-07,Goa,North Goa,15.4909,73.8278,46.0,238.0,18,250,0.18307692307692308,0.6,29,0.36,3,0,2026-04-07,0.25542318145032367
IN-NGO-NORTHGOA__2026-04-08,Goa,North Goa,15.4909,73.8278,50.0,266.0,18,250,0.20461538461538462,0.6,29,0.36,3,0,2026-04-08,0.2668975992925433
IN-NGO-NORTHGOA__2026-04-09,Goa,North Goa,15.4909,73.8278,54.0,294.0,18,250,0.22615384615384615,0.6,29,0.36,3,0,2026-04-09,0.27841245436228557
IN-NGO-NORTHGOA__2026-04-10,Goa,North Goa,15.4909,73.8278,58.0,322.0,18,250,0.24769230769230768,0.6,29,0.36,3,0,2026-04-10,0.28995719781758805
IN-NIL-NILGIRIS__2026-04-01,Tamil Nadu,Nilgiris,11.4916,76.7337,71.0,71.0,29,2240,0.054615384615384614,0.46,19,0.59,4,1,2026-04-01,0.38350397869846686
IN-NIL-NILGIRIS__2026-04-02,Tamil Nadu,Nilgiris,11.4916,76.7337,79.0,150.0,29,2240,0.11538461538461539,0.46,19,0.59,4,1,2026-04-02,0.39395945655394476
IN-NIL-NILGIRIS__2026-04-03,Tamil Nadu,Nilgiris,11.4916,76.7337,87.0,237.0,29,2240,0.1823076923076923,0.46,19,0.59,4,1,2026-04-03,0.41905745307219444
IN-NIL-NILGIRIS__2026-04-04,Tamil Nadu,Nilgiris,11.4916,76.7337,95.0,332.0,29,2240,0.2553846153846154,0.46,19,0.59,4,1,2026-04-04,0.44939311847435365
IN-NIL-NILGIRIS__2026-04-05,Tamil Nadu,Nilgiris,11.4916,76.7337,103.0,435.0,29,2240,0.3346153846153846,0.46,19,0.59,4,1,2026-04-05,0.48308433397537387
IN-NIL-NILGIRIS__2026-04-06,Tamil Nadu,Nilgiris,11.4916,76.7337,111.0,546.0,29,2240,0.42,0.46,19,0.59,4,1,2026-04-06,0.519502979697468
IN-NIL-NILGIRIS__2026-04-07,Tamil Nadu,Nilgiris,11.4916,76.7337,122.0,668.0,29,2240,0.5138461538461538,0.46,19,0.59,4,1,2026-04-07,0.562584193094849
IN-NIL-NILGIRIS__2026-04-08,Tamil Nadu,Nilgiris,11.4916,76.7337,130.0,727.0,29,2240,0.5592307692307692,0.46,19,0.59,4,1,2026-04-08,0.58658952808718
IN-NIL-NILGIRIS__2026-04-09,Tamil Nadu,Nilgiris,11.4916,76.7337,138.0,786.0,29,2240,0.6046153846153847,0.46,19,0.59,4,1,2026-04-09,0.6106177885527347
IN-NIL-NILGIRIS__2026-04-10,Tamil Nadu,Nilgiris,11.4916,76.7337,146.0,845.0,29,2240,0.65,0.46,19,0.59,4,1,2026-04-10,0.6346641723509683
IN-PAL-PALAKKAD__2026-04-01,Kerala,Palakkad,10.7867,76.6548,34.0,34.0,21,140,0.026153846153846153,0.53,30,0.38,3,0,2026-04-01,0.23823912229502783
IN-PAL-PALAKKAD__2026-04-02,Kerala,Palakkad,10.7867,76.6548,39.0,73.0,21,140,0.05615384615384615,0.53,30,0.38,3,0,2026-04-02,0.2352635307632719
IN-PAL-PALAKKAD__2026-04-03,Kerala,Palakkad,10.7867,76.6548,48.0,121.0,21,140,0.09307692307692307,0.53,30,0.38,3,0,2026-04-03,0.2521334643166425
IN-PAL-PALAKKAD__2026-04-04,Kerala,Palakkad,10.7867,76.6548,53.0,174.0,21,140,0.13384615384615384,0.53,30,0.38,3,0,2026-04-04,0.26776568768366216
IN-PAL-PALAKKAD__2026-04-05,Kerala,Palakkad,10.7867,76.6548,58.0,232.0,21,140,0.17846153846153845,0.53,30,0.38,3,0,2026-04-05,0.28620555586146135
IN-PAL-PALAKKAD__2026-04-06,Kerala,Palakkad,10.7867,76.6548,63.0,295.0,21,140,0.22692307692307692,0.53,30,0.38,3,0,2026-04-06,0.3066793972742859
IN-PAL-PALAKKAD__2026-04-07,Kerala,Palakkad,10.7867,76.6548,68.0,363.0,21,140,0.2792307692307692,0.53,30,0.38,3,0,2026-04-07,0.32886929817974914
IN-PAL-PALAKKAD__2026-04-08,Kerala,Palakkad,10.7867,76.6548,73.0,402.0,21,140,0.30923076923076925,0.53,30,0.38,3,1,2026-04-08,0.344294412278676
IN-PAL-PALAKKAD__2026-04-09,Kerala,Palakkad,10.7867,76.6548,78.0,441.0,21,140,0.3392307692307692,0.53,30,0.38,3,1,2026-04-09,0.3597601060731544
IN-PAL-PALAKKAD__2026-04-10,Kerala,Palakkad,10.7867,76.6548,83.0,476.0,21,140,0.36615384615384616,0.53,30,0.38,3,1,2026-04-10,0.3742684576655397
IN-PAP-PAPUMPARE__2026-04-01,Arunachal Pradesh,Papum Pare,27.0844,93.6053,65.0,65.0,34,1200,0.05,0.44,21,0.55,4,0,2026-04-01,0.37494542386747115
IN-PAP-PAPUMPARE__2026-04-02,Arunachal Pradesh,Papum Pare,27.0844,93.6053,73.0,138.0,34,1200,0.10615384615384615,0.44,21,0.55,4,1,2026-04-02,0.3839244245769067
IN-PAP-PAPUMPARE__2026-04-03,Arunachal Pradesh,Papum Pare,27.0844,93.6053,85.0,223.0,34,1200,0.17153846153846153,0.44,21,0.55,4,1,2026-04-03,0.41333331938003026
IN-PAP-PAPUMPARE__2026-04-04,Arunachal Pradesh,Papum Pare,27.0844,93.6053,93.0,316.0,34,1200,0.24307692307692308,0.44,21,0.55,4,1,2026-04-04,0.44290918415781366
IN-PAP-PAPUMPARE__2026-04-05,Arunachal Pradesh,Papum Pare,27.0844,93.6053,101.0,417.0,34,1200,0.32076923076923075,0.44,21,0.55,4,1,2026-04-05,0.47596793900221657
IN-PAP-PAPUMPARE__2026-04-06,Arunachal Pradesh,Papum Pare,27.0844,93.6053,109.0,526.0,34,1200,0.4046153846153846,0.44,21,0.55,4,1,2026-04-06,0.5118036280207323
IN-PAP-PAPUMPARE__2026-04-07,Arunachal Pradesh,Papum Pare,27.0844,93.6053,117.0,643.0,34,1200,0.4946153846153846,0.44,21,0.55,4,1,2026-04-07,0.550120309945623
IN-PAP-PAPUMPARE__2026-04-08,Arunachal Pradesh,Papum Pare,27.0844,93.6053,125.0,703.0,34,1200,0.5407692307692308,0.44,21,0.55,4,1,2026-04-08,0.5743738833169831
IN-PAP-PAPUMPARE__2026-04-09,Arunachal Pradesh,Papum Pare,27.0844,93.6053,133.0,763.0,34,1200,0.5869230769230769,0.44,21,0.55,4,1,2026-04-09,0.5986535652673557
IN-PAP-PAPUMPARE__2026-04-10,Arunachal Pradesh,Papum Pare,27.0844,93.6053,141.0,819.0,34,1200,0.63,0.44,21,0.55,4,1,2026-04-10,0.6219409616630089
IN-PAT-PATHANAMTHITTA__2026-04-01,Kerala,Pathanamthitta,9.2648,76.787,39.0,39.0,18,110,0.03,0.55,27,0.36,3,0,2026-04-01,0.22875366601902036
IN-PAT-PATHANAMTHITTA__2026-04-02,Kerala,Pathanamthitta,9.2648,76.787,45.0,84.0,18,110,0.06461538461538462,0.55,27,0.36,3,0,2026-04-02,0.2284969227622771
IN-PAT-PATHANAMTHITTA__2026-04-03,Kerala,Pathanamthitta,9.2648,76.787,55.0,139.0,18,110,0.10692307692307693,0.55,27,0.36,3,0,2026-04-03,0.24818939575690835
IN-PAT-PATHANAMTHITTA__2026-04-04,Kerala,Pathanamthitta,9.2648,76.787,61.0,200.0,18,110,0.15384615384615385,0.55,27,0.36,3,0,2026-04-04,0.26706135832671263
IN-PAT-PATHANAMTHITTA__2026-04-05,Kerala,Pathanamthitta,9.2648,76.787,67.0,267.0,18,110,0.2053846153846154,0.55,27,0.36,3,0,2026-04-05,0.28896734297876475
IN-PAT-PATHANAMTHITTA__2026-04-06,Kerala,Pathanamthitta,9.2648,76.787,73.0,340.0,18,110,0.26153846153846155,0.55,27,0.36,3,0,2026-04-06,0.31315588732712407
IN-PAT-PATHANAMTHITTA__2026-04-07,Kerala,Pathanamthitta,9.2648,76.787,79.0,419.0,18,110,0.3223076923076923,0.55,27,0.36,3,0,2026-04-07,0.3393164111497845
IN-PAT-PATHANAMTHITTA__2026-04-08,Kerala,Pathanamthitta,9.2648,76.787,85.0,465.0,18,110,0.3576923076923077,0.55,27,0.36,3,1,2026-04-08,0.3576626967732124
IN-PAT-PATHANAMTHITTA__2026-04-09,Kerala,Pathanamthitta,9.2648,76.787,91.0,511.0,18,110,0.3930769230769231,0.55,27,0.36,3,1,2026-04-09,0.3760503802636797
IN-PAT-PATHANAMTHITTA__2026-04-10,Kerala,Pathanamthitta,9.2648,76.787,97.0,553.0,18,110,0.42538461538461536,0.55,27,0.36,3,1,2026-04-10,0.39347343738689294
IN-PAU-PAURIGARHWAL__2026-04-01,Uttarakhand,Pauri Garhwal,30.146,78.7812,27.0,27.0,26,1814,0.02076923076923077,0.47,18,0.43,3,0,2026-04-01,0.2908533167619782
IN-PAU-PAURIGARHWAL__2026-04-02,Uttarakhand,Pauri Garhwal,30.146,78.7812,32.0,59.0,26,1814,0.045384615384615384,0.47,18,0.43,3,0,2026-04-02,0.2863720082399917
IN-PAU-PAURIGARHWAL__2026-04-03,Uttarakhand,Pauri Garhwal,30.146,78.7812,37.0,96.0,26,1814,0.07384615384615385,0.47,18,0.43,3,0,2026-04-03,0.29522522818388963
IN-PAU-PAURIGARHWAL__2026-04-04,Uttarakhand,Pauri Garhwal,30.146,78.7812,42.0,138.0,26,1814,0.10615384615384615,0.47,18,0.43,3,0,2026-04-04,0.30842163539986206
IN-PAU-PAURIGARHWAL__2026-04-05,Uttarakhand,Pauri Garhwal,30.146,78.7812,47.0,185.0,26,1814,0.1423076923076923,0.47,18,0.43,3,0,2026-04-05,0.3241567376653991
IN-PAU-PAURIGARHWAL__2026-04-06,Uttarakhand,Pauri Garhwal,30.146,78.7812,52.0,237.0,26,1814,0.1823076923076923,0.47,18,0.43,3,0,2026-04-06,0.3418254922657993
IN-PAU-PAURIGARHWAL__2026-04-07,Uttarakhand,Pauri Garhwal,30.146,78.7812,57.0,294.0,26,1814,0.22615384615384615,0.47,18,0.43,3,0,2026-04-07,0.36116646076083647
IN-PAU-PAURIGARHWAL__2026-04-08,Uttarakhand,Pauri Garhwal,30.146,78.7812,62.0,329.0,26,1814,0.2530769230769231,0.47,18,0.43,3,0,2026-04-08,0.3755577442493845
IN-PAU-PAURIGARHWAL__2026-04-09,Uttarakhand,Pauri Garhwal,30.146,78.7812,67.0,364.0,26,1814,0.28,0.47,18,0.43,3,0,2026-04-09,0.38999077929944076
IN-PAU-PAURIGARHWAL__2026-04-10,Uttarakhand,Pauri Garhwal,30.146,78.7812,72.0,399.0,26,1814,0.3069230769230769,0.47,18,0.43,3,1,2026-04-10,0.40445457865797696
IN-PHE-PHEK__2026-04-01,Nagaland,Phek,25.68,94.5,42.0,42.0,29,1524,0.03230769230769231,0.49,19,0.46,3,0,2026-04-01,0.3189885114885115
IN-PHE-PHEK__2026-04-02,Nagaland,Phek,25.68,94.5,49.0,91.0,29,1524,0.07,0.49,19,0.46,3,0,2026-04-02,0.3209787212787213
IN-PHE-PHEK__2026-04-03,Nagaland,Phek,25.68,94.5,60.0,151.0,29,1524,0.11615384615384615,0.49,19,0.46,3,0,2026-04-03,0.34302660716766675
IN-PHE-PHEK__2026-04-04,Nagaland,Phek,25.68,94.5,67.0,218.0,29,1524,0.1676923076923077,0.49,19,0.46,3,0,2026-04-04,0.36458558597365937
IN-PHE-PHEK__2026-04-05,Nagaland,Phek,25.68,94.5,74.0,292.0,29,1524,0.2246153846153846,0.49,19,0.46,3,1,2026-04-05,0.3894192040835877
IN-PHE-PHEK__2026-04-06,Nagaland,Phek,25.68,94.5,81.0,373.0,29,1524,0.28692307692307695,0.49,19,0.46,3,1,2026-04-06,0.4167895238809448
IN-PHE-PHEK__2026-04-07,Nagaland,Phek,25.68,94.5,88.0,461.0,29,1524,0.3546153846153846,0.49,19,0.46,3,1,2026-04-07,0.44639051989225526
IN-PHE-PHEK__2026-04-08,Nagaland,Phek,25.68,94.5,95.0,514.0,29,1524,0.3953846153846154,0.49,19,0.46,3,1,2026-04-08,0.4676458432617966
IN-PHE-PHEK__2026-04-09,Nagaland,Phek,25.68,94.5,102.0,567.0,29,1524,0.43615384615384617,0.49,19,0.46,3,1,2026-04-09,0.4889465164465165
IN-PHE-PHEK__2026-04-10,Nagaland,Phek,25.68,94.5,109.0,616.0,29,1524,0.47384615384615386,0.49,19,0.46,3,1,2026-04-10,0.5092804195804196
IN-PIT-PITHORAGARH__2026-04-01,Uttarakhand,Pithoragarh,29.5829,80.2182,82.0,82.0,37,1650,0.06307692307692307,0.38,18,0.63,5,1,2026-04-01,0.4294524428327578
IN-PIT-PITHORAGARH__2026-04-02,Uttarakhand,Pithoragarh,29.5829,80.2182,91.0,173.0,37,1650,0.13307692307692306,0.38,18,0.63,5,1,2026-04-02,0.4441110870786853
IN-PIT-PITHORAGARH__2026-04-03,Uttarakhand,Pithoragarh,29.5829,80.2182,100.0,273.0,37,1650,0.21,0.38,18,0.63,5,1,2026-04-03,0.4736946672749822
IN-PIT-PITHORAGARH__2026-04-04,Uttarakhand,Pithoragarh,29.5829,80.2182,109.0,382.0,37,1650,0.29384615384615387,0.38,18,0.63,5,1,2026-04-04,0.5087821393142867
IN-PIT-PITHORAGARH__2026-04-05,Uttarakhand,Pithoragarh,29.5829,80.2182,118.0,500.0,37,1650,0.38461538461538464,0.38,18,0.63,5,1,2026-04-05,0.547488247028562
IN-PIT-PITHORAGARH__2026-04-06,Uttarakhand,Pithoragarh,29.5829,80.2182,127.0,627.0,37,1650,0.4823076923076923,0.38,18,0.63,5,1,2026-04-06,0.5891838868273598
IN-PIT-PITHORAGARH__2026-04-07,Uttarakhand,Pithoragarh,29.5829,80.2182,139.0,766.0,37,1650,0.5892307692307692,0.38,18,0.63,5,1,2026-04-07,0.6377850543465704
IN-PIT-PITHORAGARH__2026-04-08,Uttarakhand,Pithoragarh,29.5829,80.2182,148.0,832.0,37,1650,0.64,0.38,18,0.63,5,1,2026-04-08,0.6647216736019886
IN-PIT-PITHORAGARH__2026-04-09,Uttarakhand,Pithoragarh,29.5829,80.2182,157.0,898.0,37,1650,0.6907692307692308,0.38,18,0.63,5,1,2026-04-09,0.6916793277518478
IN-PIT-PITHORAGARH__2026-04-10,Uttarakhand,Pithoragarh,29.5829,80.2182,166.0,964.0,37,1650,0.7415384615384616,0.38,18,0.63,5,1,2026-04-10,0.7186536963510238
IN-RAI-RAIGAD__2026-04-01,Maharashtra,Raigad,18.5158,73.1822,45.0,45.0,24,570,0.03461538461538462,0.52,27,0.47,3,0,2026-04-01,0.28143775515822755
IN-RAI-RAIGAD__2026-04-02,Maharashtra,Raigad,18.5158,73.1822,51.0,96.0,24,570,0.07384615384615385,0.52,27,0.47,3,0,2026-04-02,0.28257167124214366
